"nome","cor","codigo","tipo_produto","genero","preco","preco_antigo","desconto","tamanhos_disponiveis","tamanhos_com_estoque","em_estoque","descricao","complemento","link"
"Babuche Boaonda 1913.200 Kin","025 BLUE CLASSIC/CLS","2362757","Babuche","Unissex","109.90","0","0","34 | 35 | 36 | 37 | 38 | 39","Sem estoque no momento","false","Conforto que acompanha sua rotina A Babuche Kin foi desenvolvida para quem valoriza o conforto durante o dia todo. A palmilha Scrapytech remov&iacute;vel garante encaixe ergon&ocirc;mico e absor&ccedil;&atilde;o de impacto, enquanto a tecnologia Comfortech ajuda a reduzir a sensa&ccedil;&atilde;o de cansa&ccedil;o mesmo ap&oacute;s longas horas em p&eacute; ou em movimento. Estrutura anat&ocirc;mica sem tecido Produzida em material emborrachado leve e sem tecido, a estrutura da babuche envolve o","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-1913-200-kin-025-blue-classic-cls"
"Babuche Boaonda 1913.200 Kin","015 ACAI/ACAI","2362757","Babuche","Unissex","109.90","0","0","34 | 35 | 36 | 37 | 38 | 39","39 (1un)","true","Conforto que acompanha sua rotina A Babuche Kin foi desenvolvida para quem valoriza o conforto durante o dia todo. A palmilha Scrapytech remov&iacute;vel garante encaixe ergon&ocirc;mico e absor&ccedil;&atilde;o de impacto, enquanto a tecnologia Comfortech ajuda a reduzir a sensa&ccedil;&atilde;o de cansa&ccedil;o mesmo ap&oacute;s longas horas em p&eacute; ou em movimento. Estrutura anat&ocirc;mica sem tecido Produzida em material emborrachado leve e sem tecido, a estrutura da babuche envolve o","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-1913-200-kin-015-acai-acai"
"Babuche Boaonda 1944.208 Brave","0993 BLUE/PITANGA","2351015","Babuche","Unissex","139.90","0","0","37/38 | 39/40 | 41/42 | 43/44","39/40 (1un) | 41/42 (2un)","true","Palmilha MAXISENSE A palmilha MAXISENSE foi projetada para proporcionar uma experi&ecirc;ncia de uso extremamente confort&aacute;vel. Sua espuma de alta densidade reduz o impacto da caminhada, minimizando o cansa&ccedil;o dos p&eacute;s e das articula&ccedil;&otilde;es. Al&eacute;m disso, &eacute; remov&iacute;vel e f&aacute;cil de higienizar, garantindo maior durabilidade e higiene ao cal&ccedil;ado. Tecnologia COMFORTECH Fabricado com material de alta tecnologia, o babuche conta com a exclusiv","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-1944-208-brave-0993-blue-pitanga"
"Babuche Boaonda 1944.208 Brave","006 BRAVE SELVA/PRETO","2351015","Babuche","Unissex","139.90","0","0","37/38 | 39/40 | 41/42 | 43/44","Sem estoque no momento","false","Palmilha MAXISENSE A palmilha MAXISENSE foi projetada para proporcionar uma experi&ecirc;ncia de uso extremamente confort&aacute;vel. Sua espuma de alta densidade reduz o impacto da caminhada, minimizando o cansa&ccedil;o dos p&eacute;s e das articula&ccedil;&otilde;es. Al&eacute;m disso, &eacute; remov&iacute;vel e f&aacute;cil de higienizar, garantindo maior durabilidade e higiene ao cal&ccedil;ado. Tecnologia COMFORTECH Fabricado com material de alta tecnologia, o babuche conta com a exclusiv","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-1944-208-brave-006-brave-selva-preto"
"Babuche Boaonda 1944.208 Brave","001 BRAVE PRETO/CINZA","2351015","Babuche","Unissex","139.90","0","0","37/38 | 39/40 | 41/42 | 43/44","Sem estoque no momento","false","Palmilha MAXISENSE A palmilha MAXISENSE foi projetada para proporcionar uma experi&ecirc;ncia de uso extremamente confort&aacute;vel. Sua espuma de alta densidade reduz o impacto da caminhada, minimizando o cansa&ccedil;o dos p&eacute;s e das articula&ccedil;&otilde;es. Al&eacute;m disso, &eacute; remov&iacute;vel e f&aacute;cil de higienizar, garantindo maior durabilidade e higiene ao cal&ccedil;ado. Tecnologia COMFORTECH Fabricado com material de alta tecnologia, o babuche conta com a exclusiv","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-1944-208-brave-001-brave-preto-cinza"
"Babuche Boaonda 2140.110 Flow Discovery","2910 ACAI/BRANCO","2363454","Babuche","Unissex","159.90","0","0","33/34 | 35/36 | 37/38 | 39/40","Sem estoque no momento","false","Foco no bem-estar A Babuche Boaonda Flow Discovery foi pensada para quem busca um cal&ccedil;ado fechado, leve e confort&aacute;vel para a rotina. Produzida em material emborrachado de toque macio, ela oferece encaixe anat&ocirc;mico e &oacute;tima sensa&ccedil;&atilde;o ao caminhar, com design que prioriza o bem-estar sem deixar de lado o estilo casual. Ajuste firme&nbsp;e ventila&ccedil;&atilde;o O modelo conta com recortes frontais e laterais que promovem ventila&ccedil;&atilde;o sem deixar o","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2140-110-flow-discovery-2910-acai-branco"
"Babuche Boaonda 2140.110 Flow Discovery","7935 ROSENUDE/FLAMINGO","2363454","Babuche","Unissex","159.90","0","0","33/34 | 35/36 | 37/38 | 39/40","39/40 (1un)","true","Foco no bem-estar A Babuche Boaonda Flow Discovery foi pensada para quem busca um cal&ccedil;ado fechado, leve e confort&aacute;vel para a rotina. Produzida em material emborrachado de toque macio, ela oferece encaixe anat&ocirc;mico e &oacute;tima sensa&ccedil;&atilde;o ao caminhar, com design que prioriza o bem-estar sem deixar de lado o estilo casual. Ajuste firme&nbsp;e ventila&ccedil;&atilde;o O modelo conta com recortes frontais e laterais que promovem ventila&ccedil;&atilde;o sem deixar o","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2140-110-flow-discovery-7935-rosenude-flamingo"
"Babuche Boaonda 2402 Classic Easy","110/001 PRETO","2364091","Babuche","Unissex","69.90","0","0","34 | 35 | 36 | 37 | 38 | 39/40","Sem estoque no momento","false","Babuche Boaonda 2402 Classic Easy - Babuche Unissex","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-classic-easy-110-001-preto"
"Babuche Boaonda 2402 Classic Easy","110/002 CLASSIC BLUE","2364091","Babuche","Unissex","69.90","0","0","34 | 35 | 36 | 37 | 38 | 39/40","Sem estoque no momento","false","Babuche Boaonda 2402 Classic Easy - Babuche Unissex","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-classic-easy-110-002-classic-blue"
"Babuche Boaonda 2402 Classic Easy","110/003 ACAI","2364091","Babuche","Unissex","69.90","0","0","34 | 35 | 36 | 37 | 38 | 39/40","Sem estoque no momento","false","Babuche Boaonda 2402 Classic Easy - Babuche Unissex","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-classic-easy-110-003-acai"
"Babuche Boaonda 2402 Classic Easy","110/005 ROSE NUDE","2364091","Babuche","Unissex","69.90","0","0","34 | 35 | 36 | 37 | 38 | 39/40","Sem estoque no momento","false","Babuche Boaonda 2402 Classic Easy - Babuche Unissex","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-classic-easy-110-005-rose-nude"
"Babuche Boaonda 2402 Classic Easy","110/004 GOIABA","2364091","Babuche","Unissex","69.90","0","0","34 | 35 | 36 | 37 | 38 | 39/40","37 (2un)","true","Babuche Boaonda 2402 Classic Easy - Babuche Unissex","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-classic-easy-110-004-goiaba"
"Babuche Boaonda 2402-110 Easy Kids","002 classic blue","2390043","Babuche","Infantil","59.99","0","0","25/26 | 27/28 | 29/30 | 31/32","29/30 (1un)","true","Babuche Boaonda 2402-110 Easy Kids - Babuche Infantil","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-110-easy-kids-002-classic-blue"
"Babuche Boaonda 2402-110 Easy Kids F","004 goiaba easy","2390042","Babuche","Infantil","59.99","0","0","25/26 | 27/28 | 29/30 | 31/32","27/28 (2un) | 29/30 (3un)","true","Estrutura que abra&ccedil;a o p&eacute; A Babuche Easy Kids &eacute; feita inteiramente em EVA com tecnologia Litesense, oferecendo um encaixe anat&ocirc;mico que se molda ao p&eacute; da crian&ccedil;a. A textura interna evita desconfortos mesmo ap&oacute;s horas de uso, enquanto o formato fechado protege os dedos com liberdade para se movimentar. Leveza que acompanha Extremamente leve e f&aacute;cil de cal&ccedil;ar, esse modelo facilita o dia a dia com agilidade e conforto. A aus&ecirc;ncia d","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-110-easy-kids-f-004-goiaba-easy"
"Babuche Boaonda 2402-110 Easy Kids F","005 rose nude easy","2390042","Babuche","Infantil","59.99","0","0","25/26 | 27/28 | 29/30 | 31/32","27/28 (1un) | 29/30 (3un)","true","Estrutura que abra&ccedil;a o p&eacute; A Babuche Easy Kids &eacute; feita inteiramente em EVA com tecnologia Litesense, oferecendo um encaixe anat&ocirc;mico que se molda ao p&eacute; da crian&ccedil;a. A textura interna evita desconfortos mesmo ap&oacute;s horas de uso, enquanto o formato fechado protege os dedos com liberdade para se movimentar. Leveza que acompanha Extremamente leve e f&aacute;cil de cal&ccedil;ar, esse modelo facilita o dia a dia com agilidade e conforto. A aus&ecirc;ncia d","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-110-easy-kids-f-005-rose-nude-easy"
"Babuche Boaonda 2402-110 Easy Kids L","001 preto easy","2390039","Babuche","Infantil","59.99","0","0","25/26 | 27/28 | 29/30 | 31/32","Sem estoque no momento","false","Estrutura que abra&ccedil;a o p&eacute; A Babuche Easy Kids &eacute; feita inteiramente em EVA com tecnologia Litesense, oferecendo um encaixe anat&ocirc;mico que se molda ao p&eacute; da crian&ccedil;a. A textura interna evita desconfortos mesmo ap&oacute;s horas de uso, enquanto o formato fechado protege os dedos com liberdade para se movimentar. Leveza que acompanha Extremamente leve e f&aacute;cil de cal&ccedil;ar, esse modelo facilita o dia a dia com agilidade e conforto. A aus&ecirc;ncia d","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-110-easy-kids-l-001-preto-easy"
"Babuche Boaonda 2402-211 Easy Kids","001 lilas/rose nude","2390045","Babuche","Infantil","79.99","0","0","25/26 | 27/28 | 29/30 | 31/32","29/30 (2un)","true","Estrutura que abra&ccedil;a o p&eacute; A Babuche Easy Kids &eacute; feita inteiramente em EVA com tecnologia Litesense, oferecendo um encaixe anat&ocirc;mico que se molda ao p&eacute; da crian&ccedil;a. A textura interna evita desconfortos mesmo ap&oacute;s horas de uso, enquanto o formato fechado protege os dedos com liberdade para se movimentar. Leveza que acompanha Extremamente leve e f&aacute;cil de cal&ccedil;ar, esse modelo facilita o dia a dia com agilidade e conforto. A aus&ecirc;ncia d","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-211-easy-kids-001-lilas-rose-nude"
"Babuche Boaonda 2402-212 Easy Kids Orquídea","001 rose nude/orquidea","2390044","Babuche","Infantil","89.90","0","0","25/26 | 27/28 | 29/30 | 31/32","Sem estoque no momento","false","Titulo 01 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Lorem ipsum dolor sit amet, consectetur adip","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-212-easy-kids-f-001-rose-nude-orquidea"
"Babuche Boaonda 2402-212 Easy Kids Sky","002 rose nude/sky","2390038","Babuche","Infantil","89.90","0","0","25/26 | 27/28 | 29/30 | 31/32","27/28 (1un) | 29/30 (1un)","true","Estrutura que abra&ccedil;a o p&eacute; A Babuche Easy Kids &eacute; feita inteiramente em EVA com tecnologia Litesense, oferecendo um encaixe anat&ocirc;mico que se molda ao p&eacute; da crian&ccedil;a. A textura interna evita desconfortos mesmo ap&oacute;s horas de uso, enquanto o formato fechado protege os dedos com liberdade para se movimentar. Leveza que acompanha Extremamente leve e f&aacute;cil de cal&ccedil;ar, esse modelo facilita o dia a dia com agilidade e conforto. A aus&ecirc;ncia d","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-212-easy-kids-m-002-rose-nude-sky"
"Babuche Boaonda 2402-213 Easy M","001 branco/preto","2390085","Babuche","Unissex","89.90","0","0","25/26 | 27/28 | 29/30 | 31/32","29/30 (2un)","true","Estrutura que abra&ccedil;a o p&eacute; A Babuche Easy Kids &eacute; feita inteiramente em EVA com tecnologia Litesense, oferecendo um encaixe anat&ocirc;mico que se molda ao p&eacute; da crian&ccedil;a. A textura interna evita desconfortos mesmo ap&oacute;s horas de uso, enquanto o formato fechado protege os dedos com liberdade para se movimentar. Leveza que acompanha Extremamente leve e f&aacute;cil de cal&ccedil;ar, esse modelo facilita o dia a dia com agilidade e conforto. A aus&ecirc;ncia d","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-213-easy-m-001-branco-preto"
"Babuche Boaonda 2402-213 Easy M","002 branco/rangerina","2390085","Babuche","Unissex","89.90","0","0","25/26 | 27/28 | 29/30 | 31/32","27/28 (2un) | 29/30 (3un)","true","Estrutura que abra&ccedil;a o p&eacute; A Babuche Easy Kids &eacute; feita inteiramente em EVA com tecnologia Litesense, oferecendo um encaixe anat&ocirc;mico que se molda ao p&eacute; da crian&ccedil;a. A textura interna evita desconfortos mesmo ap&oacute;s horas de uso, enquanto o formato fechado protege os dedos com liberdade para se movimentar. Leveza que acompanha Extremamente leve e f&aacute;cil de cal&ccedil;ar, esse modelo facilita o dia a dia com agilidade e conforto. A aus&ecirc;ncia d","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2402-213-easy-m-002-branco-rangerina"
"Babuche Boaonda 2439-110 Star M","001 preto/branco star m","2390040","Babuche","Unissex","129.90","0","0","38 | 39 | 40 | 41 | 42 | 43 | 44","41 (1un)","true","Design firme e funcional A babuche Star &eacute; constru&iacute;da com al&ccedil;a traseira que refor&ccedil;a a seguran&ccedil;a durante o uso, ideal para quem precisa de firmeza ao caminhar ou trabalhar em p&eacute;. O formato fechado protege os p&eacute;s com conforto anat&ocirc;mico e f&aacute;cil calce, sem abrir m&atilde;o da praticidade. Leveza com resist&ecirc;ncia Embora extremamente leve, o modelo n&atilde;o &eacute; fr&aacute;gil: o EVA com tecnologia Litesense garante estrutura firme","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2439-110-star-m-001-preto-branco-star-m"
"Babuche Boaonda 2439-110 Star M","002 calissic blue/branco","2390040","Babuche","Unissex","129.90","0","0","38 | 39 | 40 | 41 | 42 | 43 | 44","39 (1un) | 40 (2un) | 41 (2un)","true","Design firme e funcional A babuche Star &eacute; constru&iacute;da com al&ccedil;a traseira que refor&ccedil;a a seguran&ccedil;a durante o uso, ideal para quem precisa de firmeza ao caminhar ou trabalhar em p&eacute;. O formato fechado protege os p&eacute;s com conforto anat&ocirc;mico e f&aacute;cil calce, sem abrir m&atilde;o da praticidade. Leveza com resist&ecirc;ncia Embora extremamente leve, o modelo n&atilde;o &eacute; fr&aacute;gil: o EVA com tecnologia Litesense garante estrutura firme","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2439-110-star-m-002-calissic-blue-branco"
"Babuche Boaonda 2445-110 Star F","001 preto/branco star","2390041","Babuche","Unissex","119.90","0","0","34 | 35 | 36 | 37 | 38 | 39","Sem estoque no momento","false","Design leve com seguran&ccedil;a O formato fechado protege os p&eacute;s e oferece um visual minimalista e atual. A al&ccedil;a traseira ajust&aacute;vel mant&eacute;m o cal&ccedil;ado firme ao caminhar, ideal para quem busca seguran&ccedil;a durante o uso sem abrir m&atilde;o do estilo. Tecnologia que abra&ccedil;a o p&eacute; Feita em EVA com tecnologia Litesense, a estrutura &eacute; ultraleve, macia e flex&iacute;vel. A sensa&ccedil;&atilde;o de leveza no p&eacute; &eacute; imediata, e o toq","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2445-110-star-f-001-preto-branco-star"
"Babuche Boaonda 2445-110 Star F","003 goiaba/branco star","2390041","Babuche","Unissex","119.90","0","0","34 | 35 | 36 | 37 | 38 | 39","39 (1un)","true","Design leve com seguran&ccedil;a O formato fechado protege os p&eacute;s e oferece um visual minimalista e atual. A al&ccedil;a traseira ajust&aacute;vel mant&eacute;m o cal&ccedil;ado firme ao caminhar, ideal para quem busca seguran&ccedil;a durante o uso sem abrir m&atilde;o do estilo. Tecnologia que abra&ccedil;a o p&eacute; Feita em EVA com tecnologia Litesense, a estrutura &eacute; ultraleve, macia e flex&iacute;vel. A sensa&ccedil;&atilde;o de leveza no p&eacute; &eacute; imediata, e o toq","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-boaonda-2445-110-star-f-003-goiaba-branco-star"
"Babuche Eva Boaonda 2422.211 Adventure","001 preto/crepe","2560130","Babuche","Unissex","129.90","0","0","37 | 38 | 39 | 40 | 41 | 42 | 43 | 44","38 (1un) | 39 (1un) | 41 (6un) | 42 (3un)","true","Conforto prolongado Produzido com material leve, ajuda a proporcionar conforto durante longos per&iacute;odos de uso. A palmilha macia ajuda a reduzir o impacto ao caminhar, garantindo sensa&ccedil;&atilde;o de conforto cont&iacute;nuo ao longo do dia. Design pratico O modelo conta com abertura frontal fechada e laterais ventiladas, que auxiliam na circula&ccedil;&atilde;o de ar e mant&ecirc;m os p&eacute;s mais frescos. A tira traseira ajust&aacute;vel permite usar o babuche de forma mais firme","Mais conforto e praticidade para todos os momentos","https://www.chinelarialeilaneneves.com.br/babuche-eva-boaonda-2422-211-adventure-001-preto-crepe"
"Babuche Eva Boaonda 2422.211 Adventure","002 selva/crepe adve","2560130","Babuche","Unissex","129.90","0","0","38 | 39 | 40 | 41 | 42 | 43 | 44 | 45","38 (2un) | 39 (3un) | 40 (3un) | 41 (5un) | 42 (4un) | 43 (1un)","true","Conforto prolongado Produzido com material leve, ajuda a proporcionar conforto durante longos per&iacute;odos de uso. A palmilha macia ajuda a reduzir o impacto ao caminhar, garantindo sensa&ccedil;&atilde;o de conforto cont&iacute;nuo ao longo do dia. Design pratico O modelo conta com abertura frontal fechada e laterais ventiladas, que auxiliam na circula&ccedil;&atilde;o de ar e mant&ecirc;m os p&eacute;s mais frescos. A tira traseira ajust&aacute;vel permite usar o babuche de forma mais firme","Mais conforto e praticidade para todos os momentos","https://www.chinelarialeilaneneves.com.br/babuche-eva-boaonda-2422-211-adventure-002-selva-crepe-adve"
"Babuche Grendene Kids 22901 Barbie","BARBIE ROSA PINK","2371494","Babuche","Infantil","54.90","0","0","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33","Sem estoque no momento","false","Estilo e Conforto para Pequenas Fashionistas Inspirada no universo da Barbie, esta babuche combina charme e praticidade. Dispon&iacute;vel em quatro cores encantadoras &mdash; rosa claro, pink, roxo e preto com rosa &mdash;, ela se adapta ao gosto de cada menina. O design anat&ocirc;mico e o material leve proporcionam conforto durante todo o dia. Conforto e Estilo para o Dia a Dia Confeccionada em PVC de alta qualidade, a babuche oferece leveza e durabilidade. A palmilha macia e o solado antider","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-grendene-kids-22901-rosa-pink-barbie-rosa-pink"
"Babuche Grendene Kids 22901 Barbie","BARBIE ROSA CLARO","2371494","Babuche","Infantil","54.90","0","0","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33","25 (1un) | 28 (1un) | 29 (2un) | 31 (1un)","true","Estilo e Conforto para Pequenas Fashionistas Inspirada no universo da Barbie, esta babuche combina charme e praticidade. Dispon&iacute;vel em quatro cores encantadoras &mdash; rosa claro, pink, roxo e preto com rosa &mdash;, ela se adapta ao gosto de cada menina. O design anat&ocirc;mico e o material leve proporcionam conforto durante todo o dia. Conforto e Estilo para o Dia a Dia Confeccionada em PVC de alta qualidade, a babuche oferece leveza e durabilidade. A palmilha macia e o solado antider","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-grendene-kids-22901-rosa-claro-barbie-rosa-claro"
"Babuche Grendene Kids 22901 Barbie","BARBIE ROSA PRATA","2371494","Babuche","Infantil","54.90","0","0","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33","29 (1un) | 31 (1un)","true","Estilo e Conforto para Pequenas Fashionistas Inspirada no universo da Barbie, esta babuche combina charme e praticidade. Dispon&iacute;vel em quatro cores encantadoras &mdash; rosa claro, pink, roxo e preto com rosa &mdash;, ela se adapta ao gosto de cada menina. O design anat&ocirc;mico e o material leve proporcionam conforto durante todo o dia. Conforto e Estilo para o Dia a Dia Confeccionada em PVC de alta qualidade, a babuche oferece leveza e durabilidade. A palmilha macia e o solado antider","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-grendene-kids-22901-rosa-prata-barbie-rosa-prata"
"Babuche Grendene Kids 22901 Barbie","AW611 PRETO/ROSA","2371494","Babuche","Infantil","54.90","0","0","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33 | 34","Sem estoque no momento","false","Estilo e Conforto para Pequenas Fashionistas Inspirada no universo da Barbie, esta babuche combina charme e praticidade. Dispon&iacute;vel em quatro cores encantadoras &mdash; rosa claro, pink, roxo e preto com rosa &mdash;, ela se adapta ao gosto de cada menina. O design anat&ocirc;mico e o material leve proporcionam conforto durante todo o dia. Conforto e Estilo para o Dia a Dia Confeccionada em PVC de alta qualidade, a babuche oferece leveza e durabilidade. A palmilha macia e o solado antider","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-grendene-kids-22901-aw611-preto-rosa"
"Babuche Grendene Kids 22937 Disney Beauty","AR659 ROSA/ROSA","2371500","Babuche","Infantil","99.90","0","0","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33 | 34","31 (1un)","true","Babuche Grendene Kids 22937 Disney Beauty - Babuche Infantil","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-grendene-kids-22937-disney-beauty-ar659-rosa-rosa"
"Babuche Grendene Kids 22939 Disney Mickey Mouse Brincar","AR400 AZUL/BEGE","2383213","Babuche","Infantil","69.90","0","0","17/18 | 19 | 20/21 | 22 | 23/24 | 25 | 26/27","Sem estoque no momento","false","Babuche Grendene Kids 22939 Disney Mickey Mouse Brincar - Babuche Infantil","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-grendene-kids-22939-disney-brincar-ar400-azul-bege"
"Babuche Grendene Kids 23012 Super Mario Play","AW236 ROSA/VERDE","2371508","Babuche","Infantil","79.90","0","0","23/24 | 25 | 26/27 | 28 | 29 | 30 | 31 | 32/33 | 34","Sem estoque no momento","false","Design divertido inspirado no universo Mario O destaque da pe&ccedil;a &eacute; a estampa da Princesa Peach ao volante de seu kart, trazendo o clima dos jogos diretamente para os p&eacute;s da crian&ccedil;ada. O tom rosa vibrante &eacute; alegre e chama aten&ccedil;&atilde;o, enquanto o logo &ldquo;Mario Kart&rdquo; complementa a est&eacute;tica gamer. Ajuste pr&aacute;tico e seguro com tira articulada A tira traseira, com estampa quadriculada e detalhes gr&aacute;ficos em rosa e roxo, pode ser","Babuche","https://www.chinelarialeilaneneves.com.br/babuche-grendene-kids-23012-super-mario-play-aw236-rosa-verde"
